id,name,lat,lon
E01011554,Leeds 012A,53.870352464607,-1.5587765423345
E01011555,Leeds 018A,53.8539456657551,-1.5468163472125
E01011556,Leeds 015A,53.8519637517289,-1.52588581408551
E01011557,Leeds 015B,53.8543572276312,-1.5295385700756
E01011558,Leeds 018B,53.8487553950588,-1.53989798764872
E01011559,Leeds 018C,53.8469998910308,-1.5544237326875
E01011560,Leeds 018D,53.8468516822812,-1.5600801957787
E01011561,Leeds 006A,53.8858190690675,-1.51571623861504
E01011562,Leeds 012B,53.8635902757769,-1.52176919899685
E01011563,Leeds 012C,53.8630745267051,-1.54333560071402
E01011564,Leeds 012D,53.8596599739864,-1.55897453938442
E01011565,Leeds 015C,53.856828878106,-1.5350112551367
E01011566,Leeds 015D,53.8558219431388,-1.506818452552
E01011567,Leeds 012E,53.8549404264534,-1.55679874153238
E01011568,Leeds 015E,53.8536974657347,-1.51744246341002
